_id,symbol,name,price,dayHigh,dayLow,volume,open,close,timestamp,time
67a106792e5d51f693ade171,BTC,Bitcoin USD,99595.19,99692,92584.96,115974529024,97618.64,97618.64,1738606074,2025-02-03 18:10:01.031000
67a0f869d5d7fb24927efd8a,BTC,Bitcoin USD,98582.72,99596.63,92584.96,116793851904,97618.64,97618.64,1738602525,2025-02-03 17:10:01.470000
67a0ea5ab9202bf9f111b038,BTC,Bitcoin USD,98418.67,99596.63,92584.96,115325173760,97618.64,97618.64,1738599000,2025-02-03 16:10:02.257000
67a0dc492ee003a47ac17b86,BTC,Bitcoin USD,96120.27,97618.64,92584.96,106061037568,97618.64,97618.64,1738594080,2025-02-03 15:10:01.596000
67a0ce39655ff623dcc22454,BTC,Bitcoin USD,94407.12,97618.64,92584.96,102263783424,97618.64,97618.64,1738591800,2025-02-03 14:10:01.547000
67a0c0298f6307bd331297ac,BTC,Bitcoin USD,95053.46,97618.64,92584.96,102047129600,97618.64,97618.64,1738588111,2025-02-03 13:10:01.940000
67a0b219f30e731b6e7a8b95,BTC,Bitcoin USD,95164.26,97618.64,92584.96,101818359808,97618.64,97618.64,1738583955,2025-02-03 12:10:01.774000
67a0a409e085f59a9f257a0c,BTC,Bitcoin USD,95621.78,97618.64,92584.96,102481231872,97618.64,97618.64,1738580737,2025-02-03 11:10:01.249000
67a095f95b790af1afb3b89b,BTC,Bitcoin USD,95304.64,97618.64,92584.96,101638397952,97618.64,97618.64,1738577401,2025-02-03 10:10:01.750000
67a087eae2f286eae6b72329,BTC,Bitcoin USD,95836.15,97618.64,92584.96,100155973632,97618.64,97618.64,1738573635,2025-02-03 09:10:02.531000
67a079d94087b50acbf2c117,BTC,Bitcoin USD,95439.81,97618.64,92584.96,98825297920,97618.64,97618.64,1738570199,2025-02-03 08:10:01.634000
67a06bc96fad1f19062d2cca,BTC,Bitcoin USD,94263.89,97618.64,92584.96,96802504704,97618.64,97618.64,1738566307,2025-02-03 07:10:01.619000
67a05db93ed9119adc37a9f1,BTC,Bitcoin USD,94018.6,97618.64,92584.96,95431712768,97618.64,97618.64,1738562999,2025-02-03 06:10:01.580000
67a04fa99ae69d611b4c50cd,BTC,Bitcoin USD,92900.26,97618.64,92584.96,93626335232,97618.64,97618.64,1738559399,2025-02-03 05:10:01.562000
67a0419997ea569dc0298c55,BTC,Bitcoin USD,94154,97618.64,92584.96,92813983744,97618.64,97618.64,1738555651,2025-02-03 04:10:01.711000
67a033897a42931e25b07492,BTC,Bitcoin USD,94229.57,97618.64,91774.66,91554488320,97618.64,97618.64,1738552060,2025-02-03 03:10:01.617000
67a02579f1822925811491a8,BTC,Bitcoin USD,92910.6,97618.64,91774.66,81031397376,97618.64,97618.64,1738548600,2025-02-03 02:10:01.358000
67a01769c86b25776a9a2769,BTC,Bitcoin USD,96031,101382.08,95455,69498945536,100624.9,100624.9,1738544961,2025-02-03 01:10:01.890000
67a0095943356eac3845ffdd,BTC,Bitcoin USD,97344.86,101382.08,96576.88,63187017728,100624.9,100624.9,1738541373,2025-02-03 00:10:01.398000
679ffb4957131b8333dcd3f6,BTC,Bitcoin USD,97304,101382.08,96217.45,60097245184,100624.9,100624.9,1738537297,2025-02-02 23:10:01.668000
679fed393368a24fe98c7b0a,BTC,Bitcoin USD,97405.61,101382.08,96770,58448072704,100624.9,100624.9,1738534130,2025-02-02 22:10:01.521000
679fdf290f026e046762aebd,BTC,Bitcoin USD,97674.68,101382.08,96873.27,56836247552,100624.9,100624.9,1738530600,2025-02-02 21:10:01.797000
679fd1197073b4fe8280878d,BTC,Bitcoin USD,98468.87,101382.08,96873.27,56942960640,100624.9,100624.9,1738526934,2025-02-02 20:10:01.514000
679fc309d4dc53138be70b61,BTC,Bitcoin USD,97349.99,101382.08,96769,53975302144,100624.9,100624.9,1738523327,2025-02-02 19:10:01.292000
679fb4f9677caa6348f9e808,BTC,Bitcoin USD,97295.75,101382.08,96943.01,49685917696,100624.9,100624.9,1738519800,2025-02-02 18:10:01.623000
679fa6e988a370350626e353,BTC,Bitcoin USD,98281.79,101382.08,98153.01,44958552064,100624.9,100624.9,1738515605,2025-02-02 17:10:01.637000
679f98d97b0e5d9f983fabcc,BTC,Bitcoin USD,99125.55,101382.08,98153.01,43583877120,100624.9,100624.9,1738512256,2025-02-02 16:10:01.611000
679f8acaa1d7b2d418245fde,BTC,Bitcoin USD,99097.41,101382.08,98153.01,42792005632,100624.9,100624.9,1738508486,2025-02-02 15:10:02.345000
679f7cb9bcfdf3f5ff4566bc,BTC,Bitcoin USD,99025.14,101382.08,98153.01,41685516288,100624.9,100624.9,1738505400,2025-02-02 14:10:01.592000
679f6ea97e796acfa9ce9329,BTC,Bitcoin USD,98441,101382.08,98138.5,40048181248,100624.9,100624.9,1738501677,2025-02-02 13:10:01.539000
679f6099352390741edb4323,BTC,Bitcoin USD,98989.1,101382.08,98621.27,38515478528,100624.9,100624.9,1738498155,2025-02-02 12:10:01.377000
679f5289d1acee562132abe9,BTC,Bitcoin USD,99389.5,101382.08,99111.03,36986494976,100624.9,100624.9,1738494598,2025-02-02 11:10:01.353000
679f4479eb19ee8b0932afab,BTC,Bitcoin USD,99479.15,101382.08,99111.03,36396953600,100624.9,100624.9,1738490888,2025-02-02 10:10:01.267000
679f3669efee828af5cec3fb,BTC,Bitcoin USD,99823.08,101382.08,99111.03,36394586112,100624.9,100624.9,1738486757,2025-02-02 09:10:01.662000
679f28595bc232694b76a0ea,BTC,Bitcoin USD,99760.18,101382.08,99111.03,35943432192,100624.9,100624.9,1738483631,2025-02-02 08:10:01.550000
679f1a499f70d3797843f615,BTC,Bitcoin USD,100121.62,101382.08,99111.03,35211132928,100624.9,100624.9,1738480199,2025-02-02 07:10:01.516000
679f0c39f9d398ed5b5626fa,BTC,Bitcoin USD,100290.73,101382.08,99111.03,34523697152,100624.9,100624.9,1738476586,2025-02-02 06:10:01.548000
679efe29bcbdfc2f2271cded,BTC,Bitcoin USD,99549.11,101382.08,99109.65,33421473792,100624.9,100624.9,1738472344,2025-02-02 05:10:01.536000
679ef01a9a8763f4455fdbb0,BTC,Bitcoin USD,99216,101382.08,99144,31689641984,100624.9,100624.9,1738468821,2025-02-02 04:10:02.490000
679ee209ae5509ab533db9a2,BTC,Bitcoin USD,100595.07,101372.4,100302.67,28554702848,100624.9,100624.9,1738465629,2025-02-02 03:10:01.384000
679ed3f9894f1ad25da70527,BTC,Bitcoin USD,100918.25,101372.4,100588.94,27951429632,100624.9,100624.9,1738462199,2025-02-02 02:10:01.600000
679ec5e9d09ee206944ec2fd,BTC,Bitcoin USD,101289.61,102754.055,100282.29,28097937408,102405.39,102405.39,1738458352,2025-02-02 01:10:01.622000
679eb7d959265ec849d60878,BTC,Bitcoin USD,100726.75,102754.055,100282.29,27806494720,102405.39,102405.39,1738454891,2025-02-02 00:10:01.564000
679ea9c9e5c613c35d933db2,BTC,Bitcoin USD,100529.1,102754.055,100446.33,26658635776,102405.39,102405.39,1738451398,2025-02-01 23:10:01.591000
679e9bb960a47777d4f3de85,BTC,Bitcoin USD,101391.48,102754.055,100988.24,26288357376,102405.39,102405.39,1738447664,2025-02-01 22:10:01.663000
679e8da9ac951af9d03164c4,BTC,Bitcoin USD,101239.84,102754.055,100953.14,27438235648,102405.39,102405.39,1738443360,2025-02-01 21:10:01.694000
679e7f9961635a15416f2e1e,BTC,Bitcoin USD,101346.78,102754.055,101267.3,28584394752,102405.39,102405.39,1738440511,2025-02-01 20:10:01.506000
679e718955d951e3da7002e0,BTC,Bitcoin USD,102012.06,102754.055,101546.625,31869452288,102405.39,102405.39,1738436433,2025-02-01 19:10:01.582000
679e63796b04303ad1c0bf81,BTC,Bitcoin USD,102223.51,102754.055,101546.625,35114827776,102405.39,102405.39,1738433399,2025-02-01 18:10:01.640000
679e5569846484d626bd0401,BTC,Bitcoin USD,102077.87,102754.055,101546.625,36217905152,102405.39,102405.39,1738429800,2025-02-01 17:10:01.666000
679e4759552a2261270c6e6a,BTC,Bitcoin USD,102128.56,102754.055,101546.625,38690713600,102405.39,102405.39,1738425134,2025-02-01 16:10:01.679000
679e394951424165bf8f4e8a,BTC,Bitcoin USD,101849.31,102754.055,101546.625,41279676416,102405.39,102405.39,1738422060,2025-02-01 15:10:01.573000
679e2b39c9e0ec8704f36b1b,BTC,Bitcoin USD,101878.56,102754.055,101546.625,42318794752,102405.39,102405.39,1738418580,2025-02-01 14:10:01.586000
679e1d29c27f655d8332459e,BTC,Bitcoin USD,102217.83,102754.055,101546.625,42896695296,102405.39,102405.39,1738415394,2025-02-01 13:10:01.646000
679e0f191e9d36c6bf196925,BTC,Bitcoin USD,102118.85,102754.055,101546.625,43280003072,102405.39,102405.39,1738411751,2025-02-01 12:10:01.624000
679e01099efa4313ad543f9b,BTC,Bitcoin USD,101801.99,102754.055,101546.625,43692072960,102405.39,102405.39,1738408200,2025-02-01 11:10:01.662000
679df2f904090a64ddf1790d,BTC,Bitcoin USD,101738,102754.055,101546.625,43457134592,102405.39,102405.39,1738404198,2025-02-01 10:10:01.514000
679de4eaf6d35410fee0c727,BTC,Bitcoin USD,101917.56,102754.055,101854,43311210496,102405.39,102405.39,1738400777,2025-02-01 09:10:02.710000
679dd6d96c76080aad5ff1f3,BTC,Bitcoin USD,102158.8,102754.055,102155.58,43230842880,102405.39,102405.39,1738397108,2025-02-01 08:10:01.491000
679dc8c963e81eb59e2d5482,BTC,Bitcoin USD,102423.72,102754.055,102155.58,44070645760,102405.39,102405.39,1738393632,2025-02-01 07:10:01.572000
679dbab9d775a7c1b73818bf,BTC,Bitcoin USD,102472.2,102754.055,102155.58,44357386240,102405.39,102405.39,1738389739,2025-02-01 06:10:01.641000
679daca9fa4c3bbc4b5286d7,BTC,Bitcoin USD,102371.6,102754.055,102155.58,44467470336,102405.39,102405.39,1738386566,2025-02-01 05:10:01.532000
679d9e99d22da77b4bf9cfca,BTC,Bitcoin USD,102128.7,102754.055,102120.75,44551376896,102405.39,102405.39,1738382999,2025-02-01 04:10:01.527000
679d9089e94c5bbed6bf47ee,BTC,Bitcoin USD,102468.68,102754.055,102249.766,45288255488,102405.39,102405.39,1738378945,2025-02-01 03:10:01.580000
679d82790accee0c8d138597,BTC,Bitcoin USD,102542,102780,102249.766,45635780608,102405.39,102405.39,1738375508,2025-02-01 02:10:01.532000
679d74696a35083c0339f4fb,BTC,Bitcoin USD,102521.74,102580,102249.766,45536776192,102405.39,102405.39,1738372131,2025-02-01 01:10:01.663000
679d6659cf98bd5357536403,BTC,Bitcoin USD,102288.27,105826.97,101599.37,45718302720,104758.46,104758.46,1738368191,2025-02-01 00:10:01.059000
679d58495ac60a865cd15b76,BTC,Bitcoin USD,102068.26,105826.97,101599.37,45477441536,104758.46,104758.46,1738364948,2025-01-31 23:10:01.842000
679d4a39405656f49e025240,BTC,Bitcoin USD,101991.7,105826.97,101534.7,44627181568,104758.46,104758.46,1738361234,2025-01-31 22:10:01.508000
679d3c28253255621110ed84,BTC,Bitcoin USD,101766.63,105826.97,101703.76,43447967744,104758.46,104758.46,1738357656,2025-01-31 21:10:00.962000
679d2e19aee8201a7bdc98ed,BTC,Bitcoin USD,102065.91,105826.97,102032.28,41847554048,104758.46,104758.46,1738354127,2025-01-31 20:10:01.048000
679d200935759498ef7e7a78,BTC,Bitcoin USD,102850.47,105826.97,102536.23,39255633920,104758.46,104758.46,1738350129,2025-01-31 19:10:01.352000
679d11f995cc080da70b80e8,BTC,Bitcoin USD,104534.2,105826.97,103944.516,36805419008,104758.46,104758.46,1738346929,2025-01-31 18:10:01.083000
679d03e9d854ce5d3645efb6,BTC,Bitcoin USD,104667.81,105826.97,103944.516,37031133184,104758.46,104758.46,1738343326,2025-01-31 17:10:01.403000
679cf5d93bdfa410ae3ee544,BTC,Bitcoin USD,105276.89,106080.28,103944.516,36887564288,104758.46,104758.46,1738339769,2025-01-31 16:10:01.110000
679ce7c94cabf1f5bd721eb9,BTC,Bitcoin USD,104680.05,104986.67,103944.516,36095901696,104758.46,104758.46,1738336047,2025-01-31 15:10:01.320000
679cd9b928098c8ba2c5d5e6,BTC,Bitcoin USD,104588.04,105034.58,103944.516,37680652288,104758.46,104758.46,1738332600,2025-01-31 14:10:01.802000
679ccba9621810c2cae436e0,BTC,Bitcoin USD,104986.99,105032.78,103944.516,38182178816,104758.46,104758.46,1738329000,2025-01-31 13:10:01.240000
679cbd9940ef2a5b5113aec2,BTC,Bitcoin USD,104630.3,104976.76,103944.516,37856542720,104758.46,104758.46,1738324463,2025-01-31 12:10:01.573000
679caf89ad35337ed5121c05,BTC,Bitcoin USD,104326,104976.76,103944.516,37438275584,104758.46,104758.46,1738320628,2025-01-31 11:10:01.267000
679ca179d0eb6a4892bd6390,BTC,Bitcoin USD,104237.57,104976.76,103944.516,37584613376,104758.46,104758.46,1738318113,2025-01-31 10:10:01.594000
679c9369c1f73a457a9db0cc,BTC,Bitcoin USD,104065.75,104976.76,103997.48,37526036480,104758.46,104758.46,1738314600,2025-01-31 09:10:01.661000
679c855b5466781f73d4b172,BTC,Bitcoin USD,104188,104976.76,103997.48,37545766912,104758.46,104758.46,1738311000,2025-01-31 08:10:03.159000
679c77496cf44e5c374030ea,BTC,Bitcoin USD,104624.63,104976.76,103997.48,37268598784,104758.46,104758.46,1738307400,2025-01-31 07:10:01.292000
679c693a0ca6022829bb3d8c,BTC,Bitcoin USD,104472.55,104976.76,103997.48,37641519104,104758.46,104758.46,1738303703,2025-01-31 06:10:02.190000
679c5b2990afed9782f24db7,BTC,Bitcoin USD,103994.96,104976.76,103949.66,38498144256,104758.46,104758.46,1738299727,2025-01-31 05:10:01.489000
679c4d1943f799bb34d9fc20,BTC,Bitcoin USD,104307.72,104976.76,103901,39165657088,104758.46,104758.46,1738296451,2025-01-31 04:10:01.608000
679c3f09a4611f8184dba287,BTC,Bitcoin USD,104112.92,104976.76,104010.19,40202473472,104758.46,104758.46,1738292987,2025-01-31 03:10:01.617000
679c30f90d3294f7aa4ac926,BTC,Bitcoin USD,104796.78,104976.76,104442.38,40762155008,104758.46,104758.46,1738289363,2025-01-31 02:10:01.496000
679c22e93f4542c59a15fff8,BTC,Bitcoin USD,104823,106219.695,103460.5,41486766080,103718.055,103718.055,1738285508,2025-01-31 01:10:01.640000
679c14d9dfe642b564ef58c9,BTC,Bitcoin USD,104802.65,106219.695,103460.5,41785483264,103718.055,103718.055,1738282079,2025-01-31 00:10:01.522000
679c06c910a252902ef11dcc,BTC,Bitcoin USD,105131,106219.695,103460.5,42624630784,103718.055,103718.055,1738278075,2025-01-30 23:10:01.648000
679bf8b9b3707e2ee90de5a7,BTC,Bitcoin USD,105046.24,106219.695,103460.5,43281129472,103718.055,103718.055,1738274826,2025-01-30 22:10:01.696000
679beaa934a39578a920c01f,BTC,Bitcoin USD,104888.55,106219.695,103460.5,44967440384,103718.055,103718.055,1738271399,2025-01-30 21:10:01.198000
679bdc99d5bf8242af1e9b89,BTC,Bitcoin USD,105741.84,106219.695,103460.5,48184483840,103718.055,103718.055,1738267517,2025-01-30 20:10:01.355000
679bce8974cbffec2bd51010,BTC,Bitcoin USD,105531,106219.695,103460.5,54548516864,103718.055,103718.055,1738263079,2025-01-30 19:10:01.090000
679bc07ba3290cb2fe8a7449,BTC,Bitcoin USD,105105.9,106219.695,103460.5,54745186304,103718.055,103718.055,1738259539,2025-01-30 18:10:03.088000
679bb2697d33a0768d0a9b5e,BTC,Bitcoin USD,105424.33,106219.695,103460.5,54816772096,103718.055,103718.055,1738257000,2025-01-30 17:10:01.393000
679ba459ac05e113cbc4e958,BTC,Bitcoin USD,105754.63,106520,103460.5,54360322048,103718.055,103718.055,1738253400,2025-01-30 16:10:01.530000
679b964b71d77dcc19bd9fcd,BTC,Bitcoin USD,106143.02,106300,103460.5,52609761280,103718.055,103718.055,1738249801,2025-01-30 15:10:03.110000
679b8839f519f509cd593dbd,BTC,Bitcoin USD,104941.74,105562.6,103460.5,50984050688,103718.055,103718.055,1738246201,2025-01-30 14:10:01.774000
679b7a2a9489dca0faff33f4,BTC,Bitcoin USD,105035.62,105562.6,103460.5,51911327744,103718.055,103718.055,1738242507,2025-01-30 13:10:02.148000
679b6c1948b4b9e7b8175750,BTC,Bitcoin USD,105162,105562.6,103460.5,52500856832,103718.055,103718.055,1738238909,2025-01-30 12:10:01.510000
679b5e0998f1ce8aa89faad1,BTC,Bitcoin USD,105312,105562.6,103460.5,52767600640,103718.055,103718.055,1738234528,2025-01-30 11:10:01.948000
679b4ff92bd59d6c9fab55bd,BTC,Bitcoin USD,105411,105700,103460.5,52697559040,103718.055,103718.055,1738230804,2025-01-30 10:10:01.560000
679b41e9ecc1f0381c32be6e,BTC,Bitcoin USD,105112.53,105562.6,103460.5,52745826304,103718.055,103718.055,1738228201,2025-01-30 09:10:01.552000
